148.29500000	110.29500000	29.40500000	34.73750000	-13.22550000	0.80807500	0.14333750	0.30000000	14197500000.00000000	0.00000759	987.62500000	2.15062500	2624.10000000	332.75000000	115.73750000	0.50000000
74.13500000	65.98500000	23.24500000	41.53750000	-13.73450000	0.41522500	0.05768750	0.30000000	11132500000.00000000	0.00000776	1209.37500000	1.57537500	2478.50000000	539.15000000	84.98750000	0.50000000
131.82500000	93.94500000	25.29500000	22.98750000	-12.09150000	0.16592500	0.05528750	0.30000000	19132500000.00000000	0.00000895	887.87500000	2.40802500	2301.50000000	314.45000000	195.53750000	0.50000000
29.49500000	99.19500000	28.16500000	45.11250000	-13.89150000	0.33872500	0.13711250	0.30000000	15757500000.00000000	0.00000866	852.87500000	2.06222500	2692.30000000	369.95000000	182.93750000	0.50000000
137.31500000	103.81500000	14.39500000	55.03750000	-13.00850000	0.91922500	0.19628750	0.30000000	15272500000.00000000	0.00000642	1208.87500000	1.55457500	2623.10000000	490.55000000	146.11250000	0.50000000
102.93500000	70.57500000	18.64500000	41.11250000	-12.83550000	0.94352500	0.12983750	0.30000000	16662500000.00000000	0.00000139	1003.12500000	1.72942500	2468.30000000	261.05000000	109.96250000	0.50000000
102.03500000	111.64500000	27.30500000	52.58750000	-12.11050000	0.66182500	0.16321250	0.30000000	18022500000.00000000	0.00000111	1203.87500000	1.39467500	2688.70000000	684.05000000	90.53750000	0.50000000
96.54500000	70.87500000	26.30500000	55.66250000	-12.21350000	0.45572500	0.13201250	0.30000000	15777500000.00000000	0.00000176	988.37500000	2.05767500	2523.70000000	643.85000000	142.36250000	0.50000000
56.67500000	116.92500000	18.68500000	63.38750000	-12.98550000	0.42197500	0.07043750	0.30000000	14502500000.00000000	0.00000187	928.12500000	2.09277500	2336.30000000	501.05000000	109.13750000	0.50000000
121.29500000	72.55500000	14.46500000	67.23750000	-13.96950000	0.19517500	0.05956250	0.30000000	13352500000.00000000	0.00000469	940.87500000	2.23447500	2308.50000000	786.95000000	107.41250000	0.50000000
24.27500000	79.87500000	23.37500000	61.36250000	-12.85850000	0.99977500	0.19253750	0.30000000	13142500000.00000000	0.00000861	962.12500000	2.25982500	2475.90000000	606.05000000	74.71250000	0.50000000
151.44500000	64.63500000	28.35500000	38.08750000	-12.40250000	0.92417500	0.13883750	0.30000000	13757500000.00000000	0.00000313	1205.37500000	1.47787500	2481.90000000	516.35000000	196.06250000	0.50000000
28.77500000	107.29500000	11.58500000	22.71250000	-12.86350000	0.75632500	0.13246250	0.30000000	15267500000.00000000	0.00000371	1047.62500000	1.60202500	2668.50000000	324.05000000	143.18750000	0.50000000
62.88500000	89.62500000	18.15500000	52.31250000	-12.92050000	0.24557500	0.17468750	0.30000000	13892500000.00000000	0.00000378	932.12500000	1.93547500	2691.90000000	572.75000000	159.76250000	0.50000000
86.19500000	116.14500000	28.29500000	26.06250000	-13.28050000	0.44267500	0.11138750	0.30000000	13612500000.00000000	0.00000566	833.87500000	2.43597500	2687.90000000	361.25000000	72.46250000	0.50000000
151.89500000	91.48500000	27.05500000	55.21250000	-12.61950000	0.34007500	0.07448750	0.30000000	12052500000.00000000	0.00000413	848.12500000	1.21202500	2490.50000000	426.35000000	92.71250000	0.50000000
41.82500000	99.40500000	19.48500000	47.41250000	-12.14150000	0.86162500	0.09601250	0.30000000	18512500000.00000000	0.00000584	1177.37500000	2.38657500	2318.30000000	729.95000000	65.11250000	0.50000000
98.70500000	64.87500000	28.53500000	32.38750000	-12.84750000	0.58982500	0.18091250	0.30000000	15242500000.00000000	0.00000248	1069.62500000	1.27572500	2476.70000000	352.55000000	195.31250000	0.50000000
178.62500000	79.84500000	13.72500000	48.43750000	-12.87750000	0.31712500	0.11896250	0.30000000	11872500000.00000000	0.00000487	1029.12500000	2.01412500	2489.70000000	670.55000000	171.98750000	0.50000000
117.51500000	83.89500000	18.06500000	48.06250000	-12.72850000	0.58802500	0.07793750	0.30000000	13897500000.00000000	0.00000407	1005.62500000	1.44862500	2504.50000000	560.75000000	136.96250000	0.50000000
192.39500000	62.14500000	28.11500000	20.91250000	-12.14750000	0.15062500	0.05596250	0.30000000	17122500000.00000000	0.00000803	1179.62500000	1.79247500	2428.70000000	594.95000000	88.96250000	0.50000000
141.45500000	73.03500000	11.19500000	40.76250000	-12.59850000	0.30317500	0.19126250	0.30000000	17457500000.00000000	0.00000593	952.12500000	1.25232500	2551.90000000	201.05000000	51.98750000	0.50000000
29.31500000	108.28500000	15.68500000	50.51250000	-13.22450000	0.58397500	0.15136250	0.30000000	16592500000.00000000	0.00000952	887.12500000	1.34462500	2571.70000000	542.45000000	101.93750000	0.50000000
55.86500000	74.77500000	22.34500000	29.01250000	-13.30650000	0.50612500	0.09713750	0.30000000	17977500000.00000000	0.00000479	1007.37500000	2.27802500	2509.30000000	738.35000000	120.76250000	0.50000000
103.74500000	118.48500000	11.47500000	53.93750000	-12.10150000	0.16232500	0.09871250	0.30000000	18232500000.00000000	0.00000709	993.87500000	2.36122500	2421.50000000	689.45000000	196.96250000	0.50000000
51.36500000	96.19500000	24.14500000	25.38750000	-12.40950000	0.77252500	0.06878750	0.30000000	13522500000.00000000	0.00000921	1064.37500000	1.63907500	2456.90000000	615.35000000	114.31250000	0.50000000
168.18500000	109.84500000	23.63500000	38.58750000	-12.41650000	0.34412500	0.16778750	0.30000000	16342500000.00000000	0.00000932	1233.87500000	2.06417500	2463.30000000	211.85000000	198.23750000	0.50000000
48.75500000	64.18500000	29.41500000	64.13750000	-13.25650000	0.36752500	0.19066250	0.30000000	11312500000.00000000	0.00000167	984.37500000	1.23542500	2596.30000000	510.95000000	87.53750000	0.50000000
110.31500000	117.28500000	25.16500000	36.18750000	-12.33650000	0.75452500	0.17453750	0.30000000	14367500000.00000000	0.00000713	1174.12500000	2.05637500	2622.30000000	717.95000000	72.83750000	0.50000000
151.71500000	87.31500000	10.96500000	32.41250000	-13.87050000	0.31037500	0.19936250	0.30000000	12407500000.00000000	0.00000570	1227.62500000	1.43497500	2449.50000000	370.25000000	168.61250000	0.50000000
59.55500000	84.82500000	19.53500000	24.23750000	-12.65350000	0.81572500	0.09893750	0.30000000	12477500000.00000000	0.00000117	1194.87500000	2.15387500	2442.30000000	360.95000000	69.98750000	0.50000000
31.56500000	95.65500000	13.38500000	24.08750000	-13.00050000	0.95522500	0.15698750	0.30000000	12532500000.00000000	0.00000728	1145.12500000	1.81782500	2589.30000000	674.15000000	116.93750000	0.50000000
158.10500000	84.31500000	21.04500000	46.53750000	-13.57650000	0.60197500	0.10726250	0.30000000	14152500000.00000000	0.00000129	903.62500000	1.61567500	2614.50000000	444.05000000	144.16250000	0.50000000
29.85500000	105.16500000	14.38500000	65.48750000	-12.06250000	0.47417500	0.17356250	0.30000000	10517500000.00000000	0.00000381	821.87500000	1.86072500	2379.50000000	324.35000000	197.86250000	0.50000000
24.00500000	114.28500000	25.90500000	48.51250000	-12.58150000	0.57452500	0.06781250	0.30000000	17702500000.00000000	0.00000764	938.62500000	1.56757500	2350.70000000	517.55000000	115.28750000	0.50000000
103.11500000	114.01500000	23.78500000	21.93750000	-13.69350000	0.80042500	0.15676250	0.30000000	12827500000.00000000	0.00000580	920.37500000	2.26632500	2375.50000000	367.55000000	197.56250000	0.50000000
53.16500000	98.20500000	28.84500000	22.53750000	-12.06850000	0.99707500	0.13141250	0.30000000	19682500000.00000000	0.00000902	958.87500000	1.45577500	2692.10000000	795.65000000	129.61250000	0.50000000
156.12500000	108.82500000	23.03500000	40.93750000	-13.07050000	0.56192500	0.09661250	0.30000000	16997500000.00000000	0.00000727	887.37500000	1.85292500	2426.90000000	358.85000000	121.58750000	0.50000000
43.44500000	112.93500000	27.37500000	29.33750000	-13.54150000	0.79007500	0.12091250	0.30000000	10727500000.00000000	0.00000689	976.87500000	1.40312500	2440.10000000	477.65000000	94.81250000	0.50000000
188.34500000	85.36500000	13.47500000	28.08750000	-13.82250000	0.30812500	0.06428750	0.30000000	12577500000.00000000	0.00000368	1199.37500000	1.69432500	2577.50000000	665.15000000	197.41250000	0.50000000
136.95500000	94.72500000	21.85500000	53.63750000	-12.32150000	0.96827500	0.17123750	0.30000000	18652500000.00000000	0.00000684	1236.12500000	2.35082500	2306.10000000	647.75000000	113.03750000	0.50000000
115.89500000	69.43500000	23.97500000	58.71250000	-12.74650000	0.55652500	0.17476250	0.30000000	10277500000.00000000	0.00000266	1049.87500000	2.44767500	2685.50000000	638.75000000	61.81250000	0.50000000
